aazyear,paper,affiliations
2020,Deep learning versus kernel learning: an empirical study of loss landscape geometry and the time evolution of the Neural Tangent Kernel,"Graduate student, Stanford University / Google Brain / DeepMind"
2020,Evaluating Attribution for Graph Neural Networks,Research Scientist at Google Brain
2020,On Second Order Behaviour in Augmented Neural ODEs,University of Cambridge
2020,GPU-Accelerated Primal Learning for Extremely Fast Large-Scale Classification,UC Davis
2020,Differentially-Private Federated Linear Bandits,Facebook AI Research
2020,Learning Physical Graph Representations from Visual Scenes,Stanford University
2020,Deep Graph Pose: a semi-supervised deep graphical model for improved animal pose tracking,PhD of Neuroscience in Princeton University
2020,Sparse Symplectically Integrated Neural Networks,"Student, Dartmouth College"
2020,Continuous Object Representation Networks: Novel View Synthesis without Target View Supervision,"Ph. D. Student in Computer Science, University of Minnesota"
2020,Solver-in-the-Loop: Learning from Differentiable Physics to Interact with Iterative PDE-Solvers,Telecom Paris
2020,Predicting Training Time Without Training ,"PhD Student, University of Padova"
2020,On 1/n neural representation and robustness,Stony Brook University
2020,Demixed shared component analysis of neural population data from multiple brain areas,Osaka University
2020,Unsupervised Data Augmentation for Consistency Training,"Carnegie Mellon University, Google Brain"
2020,Multi-task Causal Learning with Gaussian Processes,University of Warwick
2020,Generative 3D Part Assembly via Dynamic Graph Learning,"Phd student, Tsinghua University"
2020,Improving Natural Language Processing Tasks with Human Gaze-Guided Neural Attention,"PhD Candidate, University of Stuttgart"
2020,Neural Bridge Sampling for Evaluating Safety-Critical Autonomous Systems,Stanford University
2020,Task-Agnostic Online Reinforcement Learning with an Infinite Mixture of Gaussian Processes,Carnegie Mellon University
2020,Benchmarking Deep Learning Interpretability in Time Series Predictions,University of Maryland College Park
2020,Neutralizing Self-Selection Bias in Sampling for Sortition,Carnegie Mellon University
2020,Neural Power Units,Czech Technical University
2020,Large-Scale Adversarial Training for Vision-and-Language Representation Learning,"Principal Researcher, Microsoft"
2020,Compositional Visual Generation with Energy Based Models,MIT
2020,Erdos Goes Neural: an Unsupervised Learning Framework for Combinatorial Optimization on Graphs,EPFL
2020,Autoregressive Score Matching,Stanford University
2020,Neural Controlled Differential Equations for Irregular Time Series,"Postgraduate Research Student, University of Oxford"
2020,Dynamic Regret of Policy Optimization in Non-Stationary Environments,Cornell University
2020,Learning Strategic Network Emergence Games,Georgia Institute of Technology
2020,Towards Interpretable Natural Language Understanding with Explanations as Latent Variables,Beihang University
2020,The Mean-Squared Error of Double Q-Learning,"EECS, MIT"
2020,Denoising Diffusion Probabilistic Models,Google Brain
2020,Uncovering the Topology of Time-Varying fMRI Data using Cubical Persistence,"Institute of AI for Health, Helmholtz Zentrum München"
2020,Hierarchical Poset Decoding for Compositional Generalization in Language,"ByteDance, Peking University"
2020,CoADNet: Collaborative Aggregation-and-Distribution Networks for Co-Salient Object Detection,City University of Hong Kong
2020,"Regularized linear autoencoders recover the principal components, eventually",University of Toronto
2020,GramGAN: Deep 3D Texture Synthesis From 2D Exemplars,"Postdoc, ETH Zurich"
2020,UWSOD: Toward Fully-Supervised-Level Capacity Weakly Supervised Object Detection,Xiamen University
2020,FedSplit: an algorithmic framework for fast federated optimization,"PhD Student, UC Berkeley"
2020,Estimation and Imputation in Probabilistic Principal Component Analysis with Missing Not At Random Data,"PhD Sorbonne University, Ecole Polytechnique"
2020,Auxiliary Task Reweighting for Minimum-data Learning,"PhD, UC Berkeley"
2020,Interior Point Solving for LP-based prediction+optimisation,PhD Candidate
2020,A simple normative network approximates local non-Hebbian learning in the cortex,"Associate Research Scientist, Center for Computational Neuroscience, Flatiron Institute"
2020,Kernelized information bottleneck leads to biologically plausible 3-factor Hebbian learning in deep networks,"PhD student, Gatsby Computational Neuroscience Unit, UCL"
2020,Understanding the Role of Training Regimes in Continual Learning,Washington State University
2020,Fair regression with Wasserstein barycenters,Université Paris-Saclay
2020,HyNet: Learning Local Descriptor with Hybrid Similarity Measure and Triplet Loss,Imperial College London
2020,Preference learning along multiple criteria: A game-theoretic perspective,"University of California, Berkeley"
2020,Online Neural Connectivity Estimation with Noisy Group Testing,Duke University
2020,Implicit Neural Representations with Periodic Activation Functions,Incoming Assistant Professor at MIT CSAIL.
2020,Rotated Binary Neural Network,"Ph.D, Xiamen University"
2020,Community detection in sparse time-evolving graphs with a dynamical Bethe-Hessian,Research Data Scientist
2020,Simple and Principled Uncertainty Estimation with Deterministic Deep Learning via Distance Awareness,Google Research and Harvard University
2020,Adaptive Learning of Rank-One Models for Efficient Pairwise Sequence Alignment,Stanford University
2020,Hierarchical nucleation in deep neural networks,SISSA
2020,Fourier Features Let Networks Learn High Frequency Functions in Low Dimensional Domains,"Graduate student, UC Berkeley"
2020,Differentiable Augmentation for Data-Efficient GAN Training,"Institute for Interdisciplinary Information Sciences, Tsinghua University"
2020,Heuristic Domain Adaptation,Meituan Group
2020,Part-dependent Label Noise: Towards Instance-dependent Label Noise,"Ph.D. student, The University of Sydney"
2020,MRI Banding Removal via Adversarial Training,Facebook AI Research
2020,The NetHack Learning Environment,Facebook AI Research
2020,Language and Visual Entity Relationship Graph for Agent Navigation,"PhD Student, Australian National University"
2020,ICAM: Interpretable Classification via Disentangled Representations and Feature Attribution Mapping,King's College London
2020,No-Regret Learning Dynamics for Extensive-Form Correlated Equilibrium,"Assistant Professor, Bocconi University"
2020,Can Implicit Bias Explain Generalization? Stochastic Convex Optimization as a Case Study,
2020,Boosting Adversarial Training with Hypersphere Embedding,Tsinghua University; Sea AI Lab
2020,Modeling Continuous Stochastic Processes with Dynamic Normalizing Flows,Simon Fraser University
2020,Training Normalizing Flows with the Information Bottleneck for Competitive Generative Classification,Heidelberg University
2020,Detecting Hands and Recognizing Physical Contact in the Wild,"Ph.D. student, Stony Brook University"
2020,Neural Star Domain as Primitive Representation,"The University of Tokyo, Toyota Research Institute of Advanced Technology"
2020,Off-Policy Interval Estimation with Lipschitz Value Iteration,Ph.D. student of UT Austin
2020,Inverse Rational Control with Partially Observable Continuous Nonlinear Dynamics,Assistant Professor at Soongsil University
2020,Deep Statistical Solvers,PhD student @ RTE R&D and LRI (Université Paris-Sud)
2020,Secretary and Online Matching Problems with Machine Learned Advice,University of Twente
2020,"Overfitting Can Be Harmless for Basis Pursuit, But Only to a Degree","School of Electrical and Computer Engineering, Purdue University, West Lafayette"
2020,Improving Generalization in Reinforcement Learning with Mixture Regularization,National University of Singapore
2020,Pontryagin Differentiable Programming: An End-to-End Learning and Control Framework,University of Pennsylvania
2020,Subgraph Neural Networks,"PhD Student, MIT"
2020,Posterior Re-calibration for Imbalanced Datasets,"PhD, Georgia Institute of Technology"
2020,Novelty Search in Representational Space for Sample Efficient Exploration,University of Alberta
2020,Robust Reinforcement Learning via Adversarial training with Langevin Dynamics,The Alan Turing Institute
2020,Variational Bayesian Monte Carlo with Noisy Likelihoods,"Assistant Professor of Machine and Human Intelligence, University of Helsinki"
2020,Finite-Sample Analysis of Contractive Stochastic Approximation Using Smooth Convex Envelopes,Georgia Institute of Technology
2020,An efficient nonconvex reformulation of stagewise convex optimization problems,Deepmind
2020,From Finite to Countable-Armed Bandits,Columbia Business School
2020,Adversarial Distributional Training for Robust Deep Learning,Tsinghua University
2020,Learning the Geometry of Wave-Based Imaging,University of Illinois at Urbana Champaign
2020,Reparameterizing Mirror Descent as Gradient Descent,Research Scientist at Google
2020,Certified Robustness of Graph Convolution Networks for Graph Classification under Topological Attacks,University of Illinois at Chicago
2020,Beyond the Mean-Field: Structured Deep Gaussian Processes Improve the Predictive Uncertainties,Bosch Center for AI
2020,PlanGAN: Model-based Planning With Sparse Rewards and Multiple Goals,University of Warwick
2020,Bad Global Minima Exist and SGD Can Reach Them,MILA-UdeM
2020,A Closer Look at Accuracy vs. Robustness,"University of California, San Diego"
2020,Learning to Execute Programs with Instruction Pointer Attention Graph Neural Networks,Google
2020,Characterizing emergent representations in a space of candidate learning rules for deep networks,"Department of Experimental Psychology, University of Oxford"
2020,AdaShare: Learning What To Share For Efficient Deep Multi-Task Learning,"Ph.D. student, Boston University"
2020,"Exemplar VAE: Linking Generative Models, Nearest Neighbor Retrieval, and Data Augmentation","Student of Medicine, Isfahan University Of Medical Science"
2020,Debiased Contrastive Learning,MIT
2020,UCSG-NET- Unsupervised Discovering of Constructive Solid Geometry Tree,Warsaw University of Technology
2020,Generalized Boosting,Carnegie Mellon University
2020,COT-GAN: Generating Sequential Data via Causal Optimal Transport,London School of Economics
2020,Understanding spiking networks through convex optimization,"Champalimaud Research, Ecole Normale Superieure"
2020,Bandit Linear Control,"School of Computer Science, Tel Aviv University"
2020,Refactoring Policy for Compositional Generalizability using Self-Supervised Object Proposals,UC San Diego
